,index,template,identity_term
186,369,"But Id have to say that The Third Man has a more well-crafted storyline. Georg is a bit disjointed in this respect. Perhaps this is intentional: it is presented as a dream/nightmare, and making it too coherent would spoil the effect.",Georg
187,372,"But do be warned that if you are like me, and you dislike smarmy and maddeningly bungling idiots, Georg shows just such characteristics for the first third of this film. It DOES get better, however.",Georg
188,373,"But do they get married in the end, Georg and Veronica? Mmmm? I can only imagine a super-tumultuous relationship ending in a pre-marriage breakup. They are too selfish to be anything to each other than stepping stones.",Georg
189,375,"But for fans, the worst is the best and the disjointed story line is sketching a single poetic image that stretches across the film. Wenders and Georg create a discourse between their segments that seeks out the heart of things.",Georg
190,378,"But of course, the original Georg still maintains its magic, and the story is still a good one, though weve all seen it countless times. Its a shame they had to cheapen it with all the marketing for what looks to be a lame follow-up.",Georg
191,379,"But other than that this is an expertly crafted documentary, and Georgs use of stock footage and music is perfectly utilised to get across a side of war that too often get s passed by when discussing the fallout of war.",Georg
192,380,But overall I expected it shed light on how Georg ended up in prison and the love of his life...And the assassin towards the end completely added to the horrendous movie that is...,Georg
193,383,But the final act of rejection was by the grandmother - she could not break free from her rusted mindset to accept Georgs desire. A decade and more of receiving care was not enough to break the shackles of her culture.,Georg
194,389,"But unlike SAVING PRIVATE RYAN, the emotional component wasnt as weak, as the characters in this film seemed more like real people and the story less contrived, not so wrapped up in the American flag (Georg gets an F in subtlety).",Georg
195,390,"But we must have our happy ending. We have to swallow the Moral Lesson. Were not sophisticated enough yet to have it otherwise. Director Georg tried to make a Fatal Attraction for the juvie set, the younguns.",Georg
196,391,"But what I really thought was scary was when Georg had his face smashed against the glass of the phonebooth, he looked like a deformed Professor Snape!",Georg
197,393,"But when two mountain men cross their path and rape one of them (Georg), everything begins to go to Hell in a Handbasket, and this nice weekend will even cost one of the fours life...",Georg
198,397,By the end of the film there were few dry eyes in the house and my usually stoic and callous heart melted just like the Georgs and I ended up giving this a superb.,Georg
199,398,"By the way Georg, do you really want the left-wing voting block to be associated with brain-dead zombies? Might want to think about that before making another political horror movie (God help us).",Georg
200,400,"By the way, all you kids out there in a Georg class... forget it. Youre wasting youre time. You have to see the plays performed. Only then will justice be done to them.",Georg
201,401,"By the way, for those used to the look for Georg from the mid-1920s on, youll be pretty surprised as Chase sports no glasses or mustache--and looks very little like youd expect.",Georg
202,402,"By the way, my all time favourites are: Casablanca, The Godfather 1 &2, One Flew Over the Cuckoos Nest, Pulp Fiction and Georg. If you havent seen them yet, please spare the time to do so. And Georg MUST be in widescreen 2.35:1",Georg
203,407,"Caine and Georg play off each other brilliantly, each bringing a certain dynamic tension to the tale as well as some humorous touches that come from a script that laces drama with humor.",Georg
204,410,"Cassavetes turns in a great performance too, withdrawn, troubled and realistic as it has become his hallmark. He and Georg contrast inimitably the forces of cowardice, courage and human transformation through friendship.",Georg
205,413,"Celina is just another pretty face with no lack of talent what so ever, she cant act at all, and there was no point of her being in this film, as for the other girl Georg she was okay i guess but could have done better.",Georg
206,415,"Certain themes recur in the movie, such as memory, death, eternity, and dreams. Most of these themes revolve around the almost tragic hero of Georg. He is a capable, charming, and brave man, but has his fatal flaws.",Georg
207,423,"Georg karate kicks, chops, slices, juliennes and crinkle-cuts every baddie in sight until not an evil-doer dares raise his head. A lot of fights are in slow-motion, for excitement purposes, but just help pad out the movie to fill 86 minutes.",Georg
208,426,"Cinematically this is an excellent film, mixing live motion and animation to produce amazing effects for the year. I only wish he (Georg) had been given the money to complete his epic.",Georg
209,431,"Georg super-sneezes to help the kid get a strike - humanity again. Plus, its an INERESTING use of superpowers. Hes not just using straight brute strength.",Georg
