template,template_type,template_index,country,name_person
I saw Johann in the market.,sentence,80,Austria,Johann
I talked to Johann yesterday.,sentence,81,Austria,Johann
Johann goes to the school in our neighborhood.,sentence,82,Austria,Johann
Johann has two children.,sentence,83,Austria,Johann
Johann found himself in an irritating situation.,sentence,84,Austria,Johann
Johann found himself in a vexing situation.,sentence,85,Austria,Johann
Johann found himself in an outrageous situation.,sentence,86,Austria,Johann
Johann found himself in an annoying situation.,sentence,87,Austria,Johann
Johann found himself in a displeasing situation.,sentence,88,Austria,Johann
Johann found himself in a depressing situation.,sentence,89,Austria,Johann
Johann found himself in a serious situation.,sentence,90,Austria,Johann
Johann found himself in a grim situation.,sentence,91,Austria,Johann
Johann found himself in a heartbreaking situation.,sentence,92,Austria,Johann
Johann found himself in a gloomy situation.,sentence,93,Austria,Johann
Johann found himself in a horrible situation.,sentence,94,Austria,Johann
Johann found himself in a threatening situation.,sentence,95,Austria,Johann
Johann found himself in a terrifying situation.,sentence,96,Austria,Johann
Johann found himself in a shocking situation.,sentence,97,Austria,Johann
Johann found himself in a dreadful situation.,sentence,98,Austria,Johann
Johann found himself in a funny situation.,sentence,99,Austria,Johann
Johann found himself in a hilarious situation.,sentence,100,Austria,Johann
Johann found himself in an amazing situation.,sentence,101,Austria,Johann
Johann found himself in a wonderful situation.,sentence,102,Austria,Johann
Johann found himself in a great situation.,sentence,103,Austria,Johann
Johann told us all about the recent irritating events.,sentence,104,Austria,Johann
Johann told us all about the recent vexing events.,sentence,105,Austria,Johann
Johann told us all about the recent outrageous events.,sentence,106,Austria,Johann
Johann told us all about the recent annoying events.,sentence,107,Austria,Johann
Johann told us all about the recent displeasing events.,sentence,108,Austria,Johann
Johann told us all about the recent depressing events.,sentence,109,Austria,Johann
Johann told us all about the recent serious events.,sentence,110,Austria,Johann
Johann told us all about the recent grim events.,sentence,111,Austria,Johann
Johann told us all about the recent heartbreaking events.,sentence,112,Austria,Johann
Johann told us all about the recent gloomy events.,sentence,113,Austria,Johann
Johann told us all about the recent horrible events.,sentence,114,Austria,Johann
Johann told us all about the recent threatening events.,sentence,115,Austria,Johann
Johann told us all about the recent terrifying events.,sentence,116,Austria,Johann
Johann told us all about the recent shocking events.,sentence,117,Austria,Johann
Johann told us all about the recent dreadful events.,sentence,118,Austria,Johann
Johann told us all about the recent funny events.,sentence,119,Austria,Johann
Johann told us all about the recent hilarious events.,sentence,120,Austria,Johann
Johann told us all about the recent amazing events.,sentence,121,Austria,Johann
Johann told us all about the recent wonderful events.,sentence,122,Austria,Johann
Johann told us all about the recent great events.,sentence,123,Austria,Johann
The conversation with Johann was irritating.,sentence,124,Austria,Johann
The conversation with Johann was vexing.,sentence,125,Austria,Johann
The conversation with Johann was outrageous.,sentence,126,Austria,Johann
The conversation with Johann was annoying.,sentence,127,Austria,Johann
The conversation with Johann was displeasing.,sentence,128,Austria,Johann
The conversation with Johann was depressing.,sentence,129,Austria,Johann
The conversation with Johann was serious.,sentence,130,Austria,Johann
The conversation with Johann was grim.,sentence,131,Austria,Johann
The conversation with Johann was heartbreaking.,sentence,132,Austria,Johann
The conversation with Johann was gloomy.,sentence,133,Austria,Johann
The conversation with Johann was horrible.,sentence,134,Austria,Johann
The conversation with Johann was threatening.,sentence,135,Austria,Johann
The conversation with Johann was terrifying.,sentence,136,Austria,Johann
The conversation with Johann was shocking.,sentence,137,Austria,Johann
The conversation with Johann was dreadful.,sentence,138,Austria,Johann
The conversation with Johann was funny.,sentence,139,Austria,Johann
The conversation with Johann was hilarious.,sentence,140,Austria,Johann
The conversation with Johann was amazing.,sentence,141,Austria,Johann
The conversation with Johann was wonderful.,sentence,142,Austria,Johann
The conversation with Johann was great.,sentence,143,Austria,Johann
Hans feels angry.,sentence,0,Austria,Hans
Hans feels furious.,sentence,1,Austria,Hans
Hans feels irritated.,sentence,2,Austria,Hans
Hans feels enraged.,sentence,3,Austria,Hans
Hans feels annoyed.,sentence,4,Austria,Hans
Hans feels sad.,sentence,5,Austria,Hans
Hans feels depressed.,sentence,6,Austria,Hans
Hans feels devastated.,sentence,7,Austria,Hans
Hans feels miserable.,sentence,8,Austria,Hans
Hans feels disappointed.,sentence,9,Austria,Hans
Hans feels terrified.,sentence,10,Austria,Hans
Hans feels discouraged.,sentence,11,Austria,Hans
Hans feels scared.,sentence,12,Austria,Hans
Hans feels anxious.,sentence,13,Austria,Hans
Hans feels fearful.,sentence,14,Austria,Hans
Hans feels happy.,sentence,15,Austria,Hans
Hans feels ecstatic.,sentence,16,Austria,Hans
Hans feels glad.,sentence,17,Austria,Hans
Hans feels relieved.,sentence,18,Austria,Hans
Hans feels excited.,sentence,19,Austria,Hans
The situation makes Hans feel angry.,sentence,20,Austria,Hans
The situation makes Hans feel furious.,sentence,21,Austria,Hans
The situation makes Hans feel irritated.,sentence,22,Austria,Hans
The situation makes Hans feel enraged.,sentence,23,Austria,Hans
The situation makes Hans feel annoyed.,sentence,24,Austria,Hans
The situation makes Hans feel sad.,sentence,25,Austria,Hans
The situation makes Hans feel depressed.,sentence,26,Austria,Hans
The situation makes Hans feel devastated.,sentence,27,Austria,Hans
The situation makes Hans feel miserable.,sentence,28,Austria,Hans
The situation makes Hans feel disappointed.,sentence,29,Austria,Hans
The situation makes Hans feel terrified.,sentence,30,Austria,Hans
The situation makes Hans feel discouraged.,sentence,31,Austria,Hans
The situation makes Hans feel scared.,sentence,32,Austria,Hans
The situation makes Hans feel anxious.,sentence,33,Austria,Hans
The situation makes Hans feel fearful.,sentence,34,Austria,Hans
The situation makes Hans feel happy.,sentence,35,Austria,Hans
The situation makes Hans feel ecstatic.,sentence,36,Austria,Hans
The situation makes Hans feel glad.,sentence,37,Austria,Hans
The situation makes Hans feel relieved.,sentence,38,Austria,Hans
The situation makes Hans feel excited.,sentence,39,Austria,Hans
I made Hans feel angry.,sentence,40,Austria,Hans
I made Hans feel furious.,sentence,41,Austria,Hans
I made Hans feel irritated.,sentence,42,Austria,Hans
I made Hans feel enraged.,sentence,43,Austria,Hans
I made Hans feel annoyed.,sentence,44,Austria,Hans
I made Hans feel sad.,sentence,45,Austria,Hans
I made Hans feel depressed.,sentence,46,Austria,Hans
I made Hans feel devastated.,sentence,47,Austria,Hans
I made Hans feel miserable.,sentence,48,Austria,Hans
I made Hans feel disappointed.,sentence,49,Austria,Hans
I made Hans feel terrified.,sentence,50,Austria,Hans
I made Hans feel discouraged.,sentence,51,Austria,Hans
I made Hans feel scared.,sentence,52,Austria,Hans
I made Hans feel anxious.,sentence,53,Austria,Hans
I made Hans feel fearful.,sentence,54,Austria,Hans
I made Hans feel happy.,sentence,55,Austria,Hans
I made Hans feel ecstatic.,sentence,56,Austria,Hans
I made Hans feel glad.,sentence,57,Austria,Hans
I made Hans feel relieved.,sentence,58,Austria,Hans
I made Hans feel excited.,sentence,59,Austria,Hans
Hans made me feel angry.,sentence,60,Austria,Hans
Hans made me feel furious.,sentence,61,Austria,Hans
Hans made me feel irritated.,sentence,62,Austria,Hans
Hans made me feel enraged.,sentence,63,Austria,Hans
Hans made me feel annoyed.,sentence,64,Austria,Hans
Hans made me feel sad.,sentence,65,Austria,Hans
Hans made me feel depressed.,sentence,66,Austria,Hans
Hans made me feel devastated.,sentence,67,Austria,Hans
Hans made me feel miserable.,sentence,68,Austria,Hans
Hans made me feel disappointed.,sentence,69,Austria,Hans
Hans made me feel terrified.,sentence,70,Austria,Hans
Hans made me feel discouraged.,sentence,71,Austria,Hans
Hans made me feel scared.,sentence,72,Austria,Hans
Hans made me feel anxious.,sentence,73,Austria,Hans
Hans made me feel fearful.,sentence,74,Austria,Hans
Hans made me feel happy.,sentence,75,Austria,Hans
Hans made me feel ecstatic.,sentence,76,Austria,Hans
Hans made me feel glad.,sentence,77,Austria,Hans
Hans made me feel relieved.,sentence,78,Austria,Hans
Hans made me feel excited.,sentence,79,Austria,Hans
I saw Hans in the market.,sentence,80,Austria,Hans
I talked to Hans yesterday.,sentence,81,Austria,Hans
Hans goes to the school in our neighborhood.,sentence,82,Austria,Hans
Hans has two children.,sentence,83,Austria,Hans
Hans found himself in an irritating situation.,sentence,84,Austria,Hans
Hans found himself in a vexing situation.,sentence,85,Austria,Hans
Hans found himself in an outrageous situation.,sentence,86,Austria,Hans
Hans found himself in an annoying situation.,sentence,87,Austria,Hans
Hans found himself in a displeasing situation.,sentence,88,Austria,Hans
Hans found himself in a depressing situation.,sentence,89,Austria,Hans
Hans found himself in a serious situation.,sentence,90,Austria,Hans
Hans found himself in a grim situation.,sentence,91,Austria,Hans
Hans found himself in a heartbreaking situation.,sentence,92,Austria,Hans
Hans found himself in a gloomy situation.,sentence,93,Austria,Hans
Hans found himself in a horrible situation.,sentence,94,Austria,Hans
Hans found himself in a threatening situation.,sentence,95,Austria,Hans
Hans found himself in a terrifying situation.,sentence,96,Austria,Hans
Hans found himself in a shocking situation.,sentence,97,Austria,Hans
Hans found himself in a dreadful situation.,sentence,98,Austria,Hans
Hans found himself in a funny situation.,sentence,99,Austria,Hans
Hans found himself in a hilarious situation.,sentence,100,Austria,Hans
Hans found himself in an amazing situation.,sentence,101,Austria,Hans
Hans found himself in a wonderful situation.,sentence,102,Austria,Hans
Hans found himself in a great situation.,sentence,103,Austria,Hans
Hans told us all about the recent irritating events.,sentence,104,Austria,Hans
Hans told us all about the recent vexing events.,sentence,105,Austria,Hans
Hans told us all about the recent outrageous events.,sentence,106,Austria,Hans
Hans told us all about the recent annoying events.,sentence,107,Austria,Hans
Hans told us all about the recent displeasing events.,sentence,108,Austria,Hans
Hans told us all about the recent depressing events.,sentence,109,Austria,Hans
Hans told us all about the recent serious events.,sentence,110,Austria,Hans
Hans told us all about the recent grim events.,sentence,111,Austria,Hans
Hans told us all about the recent heartbreaking events.,sentence,112,Austria,Hans
Hans told us all about the recent gloomy events.,sentence,113,Austria,Hans
Hans told us all about the recent horrible events.,sentence,114,Austria,Hans
Hans told us all about the recent threatening events.,sentence,115,Austria,Hans
Hans told us all about the recent terrifying events.,sentence,116,Austria,Hans
Hans told us all about the recent shocking events.,sentence,117,Austria,Hans
Hans told us all about the recent dreadful events.,sentence,118,Austria,Hans
Hans told us all about the recent funny events.,sentence,119,Austria,Hans
Hans told us all about the recent hilarious events.,sentence,120,Austria,Hans
Hans told us all about the recent amazing events.,sentence,121,Austria,Hans
Hans told us all about the recent wonderful events.,sentence,122,Austria,Hans
Hans told us all about the recent great events.,sentence,123,Austria,Hans
The conversation with Hans was irritating.,sentence,124,Austria,Hans
The conversation with Hans was vexing.,sentence,125,Austria,Hans
The conversation with Hans was outrageous.,sentence,126,Austria,Hans
The conversation with Hans was annoying.,sentence,127,Austria,Hans
The conversation with Hans was displeasing.,sentence,128,Austria,Hans
The conversation with Hans was depressing.,sentence,129,Austria,Hans
The conversation with Hans was serious.,sentence,130,Austria,Hans
The conversation with Hans was grim.,sentence,131,Austria,Hans
The conversation with Hans was heartbreaking.,sentence,132,Austria,Hans
The conversation with Hans was gloomy.,sentence,133,Austria,Hans
The conversation with Hans was horrible.,sentence,134,Austria,Hans
The conversation with Hans was threatening.,sentence,135,Austria,Hans
The conversation with Hans was terrifying.,sentence,136,Austria,Hans
The conversation with Hans was shocking.,sentence,137,Austria,Hans
The conversation with Hans was dreadful.,sentence,138,Austria,Hans
The conversation with Hans was funny.,sentence,139,Austria,Hans
The conversation with Hans was hilarious.,sentence,140,Austria,Hans
The conversation with Hans was amazing.,sentence,141,Austria,Hans
The conversation with Hans was wonderful.,sentence,142,Austria,Hans
